TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,ICB Industry,ICB Super-Sector Name,Start Date,Country of Incorporation,Trading Currency,Security Mkt Cap (in �m),LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
SDVP,SDV 2025 ZDP PLC,ZDP SHS 100P,GB00BZ7MQD81,SHRS,Financials,Financial Services ,08/01/2018,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSQ3,SQS3
SDX,SDX ENERGY PLC,ORD 1P,GB00BJ5JNL69,SHRS,Energy,Energy,28/05/2019,United Kingdom,GBX,�21.36,AIM,,ASQ1,AMQ1
SCGL,SEALAND CAPITAL GALAXY LIMITED,ORD SHS GBP0.0001 EACH (DI),KYG7948E1026,SHRS,Technology,Technology,17/11/2015,Cayman Islands,GBX,�4.40,MAIN MARKET,Standard Shares,SSQ3,SQS3
SECN,SEC NEWGATE S.P.A.,ORD NPV (CDI),IT0005200453,SHRS,Consumer Discretionary,Media,26/07/2016,Italy,GBX,�20.59,AIM,,ASQ1,AMQ1
SSIF,SECURED INCOME FUND PLC,ORD 1P,GB00BYMK5S87,SHRS,Financials,Financial Services ,23/09/2015,United Kingdom,GBX,�15.38,MAIN MARKET - SFS,,SFM2,SFQQ
SIR,SECURE INCOME REIT PLC,ORD 10P,GB00BLMQ9L68,SHRS,Real Estate,Real Estate ,05/06/2014,United Kingdom,GBX,"�1,296.14",AIM,,AMSM,AE50
SPDI,SECURE PROPERTY DEVELOPMENT & INVESTMENT PLC,ORD EUR0.01 (DI),CY0102102213,SHRS,Real Estate,Real Estate ,09/08/2011,Cyprus,GBX,�9.04,AIM,,ASQ1,AMQ1
STB,SECURE TRUST BANK PLC,ORD 40P,GB00B6TKHP66,SHRS,Financials,Banks,02/11/2011,United Kingdom,GBX,�242.30,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
STS,SECURITIES TRUST OF SCOTLAND PLC,RED ORDS 1P,GB00B09G3N23,SHRS,Financials,Financial Services ,19/09/2005,United Kingdom,GBX,�216.49,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
SEED,SEED INNOVATIONS LIMITED,ORD 1P,GG00BRK9BQ81,SHRS,Financials,Financial Services ,13/11/2014,Guernsey,GBX,�17.02,AIM,,ASX1,AIMP
SEEN,SEEEN PLC,ORD 12P,GB00BK6SHS41,SHRS,Technology,Technology,30/09/2019,United Kingdom,GBX,�21.23,AIM,,ASQ1,AMQ1
SEE,SEEING MACHINES LIMITED,ORD NPV (DI),AU0000XINAJ0,SHRS,Technology,Technology,01/12/2005,Australia,GBX,�422.44,AIM,,AMSM,ASM6
SGRO,SEGRO PLC,ORD 10P,GB00B5ZN1N88,SHRS,Real Estate,Real Estate ,31/07/2009,United Kingdom,GBX,"�15,387.23",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
HYG,SENECA GROWTH CAPITAL VCT PLC,ORD 1P,GB0031256109,SHRS,Financials,Financial Services ,28/04/2006,United Kingdom,GBX,�2.72,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
SVCT,SENECA GROWTH CAPITAL VCT PLC,B ORD 1P,GB00BG13MH08,SHRS,Financials,Financial Services ,07/09/2018,United Kingdom,GBX,�12.57,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
SNR,SENIOR PLC,10P,GB0007958233,SHRS,Industrials,Industrial Goods and Services,08/07/2005,United Kingdom,GBX,�747.82,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SENS,SENSYNE HEALTH PLC,ORD 10P,GB00BYV3J755,SHRS,Health Care ,Health Care  ,17/08/2018,United Kingdom,GBX,�244.73,AIM,,ASQ1,AMQ1
SEPL,SEPLAT ENERGY PLC,ORD NGN0.50 (DI),NGSEPLAT0008,SHRS,Energy,Energy,09/04/2014,Nigeria,GBX,�507.10,MAIN MARKET,Standard Shares,SSMU,SMEU
SEQI,SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,ORD NPV,GG00BV54HY67,SHRS,Financials,Financial Services ,03/03/2015,Guernsey,GBX,"�2,012.04",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
SRB,SERABI GOLD PLC,ORD 10P,GB00BG5NDX91,SHRS,Basic Materials,Basic Resources,20/06/2018,United Kingdom,GBX,�48.47,AIM,,ASX1,AIMP
SSIT,SERAPHIM SPACE INVESTMENT TRUST PLC,ORD GBP0.01,GB00BKPG0138,SHRS,Financials,Financial Services ,14/07/2021,United Kingdom,GBX,�198.04,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON10
BUMP,SERAPHINE GROUP PLC,ORD GBP0.01,GB00BNXGTY25,SHRS,Consumer Discretionary,Consumer Products and Services,16/07/2021,United Kingdom,GBX,�139.73,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
SRP,SERCO GROUP PLC,ORD 2P,GB0007973794,SHRS,Industrials,Industrial Goods and Services,18/09/2006,United Kingdom,GBX,"�1,611.43",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SQZ,SERICA ENERGY PLC,ORD USD0.10,GB00B0CY5V57,SHRS,Energy,Energy,05/09/2006,United Kingdom,GBX,�411.94,AIM,,AMSM,ASM6
SENX,SERINUS ENERGY PLC,ORD NPV,JE00BF4N9R98,SHRS,Energy,Energy,18/05/2018,Jersey,GBX,�22.68,AIM,,ASQ1,AMQ1
SFR,SEVERFIELD PLC,ORD 2.5P,GB00B27YGJ97,SHRS,Industrials,Construction and Materials,09/10/2007,United Kingdom,GBX,�253.37,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SVT,SEVERN TRENT PLC,ORD 97 17/19P,GB00B1FH8J72,SHRS,Utilities,Utilities,09/10/2006,United Kingdom,GBX,"�6,925.92",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
SHB,SHAFTESBURY PLC,ORD 25P,GB0007990962,SHRS,Real Estate,Real Estate ,31/10/2003,United Kingdom,GBX,"�2,449.37",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SHG,SHANTA GOLD LIMITED,ORD 0.01P,GB00B0CGR828,SHRS,Basic Materials,Basic Resources,21/03/2007,Guernsey,GBX,�137.29,AIM,,ASQ1,AMQ1
SWG,SHEARWATER GROUP PLC,ORD 10P,GB00BKT6VH21,SHRS,Technology,Technology,26/09/2019,United Kingdom,GBX,�34.88,AIM,,ASQ1,AMQ1
SEFA,SHEFA GEMS LTD,ORD NIS0.10 (DI),IL0011101057,SHRS,Basic Materials,Basic Resources,18/12/2017,Israel,GBX,�1.81,MAIN MARKET,Standard Shares,SSQ3,SQS3
SIGB,SHERBORNE INVESTORS (GUERNSEY) B LIMITED,A ORD NPV,GG00B883XC99,SHRS,Financials,Financial Services ,29/11/2012,Guernsey,GBX,�0.79,MAIN MARKET - SFS,,SFM2,SFQQ
SIGC,SHERBORNE INVESTORS (GUERNSEY) C LIMITED,ORD NPV,GG00BZ3C3B94,SHRS,,,12/07/2017,Guernsey,GBX,,MAIN MARKET - SFS,,SFM1,SFML
STX,SHIELD THERAPEUTICS PLC,ORD 1.5P,GB00BYV81293,SHRS,Health Care ,Health Care  ,26/02/2016,United Kingdom,GBX,�94.97,AIM,,ASQ1,AMQ1
SHRS,SHIRES INCOME PLC,ORD 50P,GB0008052507,SHRS,Financials,Financial Services ,02/12/2005,United Kingdom,GBX,�85.52,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
SHOE,SHOE ZONE PLC,ORD 1P,GB00BLTVCF91,SHRS,Consumer Discretionary,Retail ,23/05/2014,United Kingdom,GBX,�36.24,AIM,,ASQ1,AMQ1
SRC,SIGMAROC PLC,ORD 1P,GB00BYX5K988,SHRS,Industrials,Construction and Materials,05/01/2017,United Kingdom,GBX,�300.87,AIM,,ASX1,AIMP
SHI,SIG PLC,ORD 10P,GB0008025412,SHRS,Industrials,Industrial Goods and Services,31/10/2003,United Kingdom,GBX,�623.86,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SLN,SILENCE THERAPEUTICS PLC,ORD 5P,GB00B9GTXM62,SHRS,Health Care ,Health Care  ,30/04/2013,United Kingdom,GBX,�528.54,AIM,,AMSM,AE50
SBDS,SILVER BULLET DATA SERVICES GROUP PLC,ORD GBP0.01,GB00BNXM0Z89,SHRS,Industrials,Industrial Goods and Services,28/06/2021,United Kingdom,GBX,�33.89,AIM,,ASQ1,AMQ1
SAE,SIMEC ATLANTIS ENERGY LIMITED,ORD NPV (DI),SG9999011118,SHRS,Energy,Energy,20/02/2014,Singapore,GBX,�28.46,AIM,,ASQ1,AMQ1
SIM,SIMIGON LTD.,ORD ILS0.01 (DI),IL0010991185,SHRS,Technology,Technology,20/12/2006,Israel,GBX,�2.67,AIM,,ASX1,AIMP
SRE,SIRIUS REAL ESTATE LD,ORD NPV,GG00B1W3VF54,SHRS,Real Estate,Real Estate ,06/03/2017,Guernsey,GBX,"�1,321.72",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
SIV,SIVOTA PLC,ORD GBP0.01,GB00BMH30492,SHRS,Financials,Financial Services ,22/07/2021,United Kingdom,GBX,�1.82,MAIN MARKET,Standard Shares,SSQ3,SQS3
SBTX,SKINBIOTHERAPEUTICS PLC,ORD 1P,GB00BF33H870,SHRS,Health Care ,Health Care  ,05/04/2017,United Kingdom,GBX,�100.34,AIM,,ASQ1,AMQ1
SLNG,SLINGSBY (H.C.) PLC,ORD 25P,GB0008138009,SHRS,Industrials,Industrial Goods and Services,24/05/2005,United Kingdom,GBX,�2.21,AIM,,ASX1,AIMP
SMJ,SMART (J.) & CO. (CONTRACTORS) PLC,ORD 2P,GB00B76BK617,SHRS,Industrials,Construction and Materials,21/12/2011,United Kingdom,GBX,�53.77,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
SMS,SMART METERING SYSTEMS PLC,ORD 1P,GB00B4X1RC86,SHRS,Industrials,Industrial Goods and Services,08/07/2011,United Kingdom,GBX,"�1,079.40",AIM,,AMSM,AS50
SMRT,SMARTSPACE SOFTWARE PLC,ORD SHS 10P,GB00BYWN0F98,SHRS,Technology,Technology,06/06/2017,United Kingdom,GBX,�43.12,AIM,,ASQ1,AMQ1
SCRF,SME CREDIT REALISATION FUND LIMITED,ORD NPV,GG00BN94L554,SHRS,Financials,Financial Services ,29/07/2021,Guernsey,GBX,�76.49,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
SMDS,SMITH (DS) PLC,ORD 10P,GB0008220112,SHRS,Industrials,Industrial Goods and Services,31/10/2003,United Kingdom,GBX,"�6,052.99",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
SN.,SMITH & NEPHEW PLC,ORD USD0.20,GB0009223206,SHRS,Health Care ,Health Care  ,12/07/2001,United Kingdom,GBX,"�12,317.68",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
SMIN,SMITHS GROUP PLC,ORD 37.5P,GB00B1WY2338,SHRS,Industrials,Industrial Goods and Services,18/06/2007,United Kingdom,GBX,"�5,646.39",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
SNWS,SMITHS NEWS PLC,ORD 5P,GB00B17WCR61,SHRS,Industrials,Industrial Goods and Services,12/09/2006,United Kingdom,GBX,�100.05,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
SSON,SMITHSON INVESTMENT TRUST PLC,ORD 1P,GB00BGJWTR88,SHRS,Financials,Financial Services ,19/10/2018,United Kingdom,GBX,"�3,144.64",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
SKG,SMURFIT KAPPA GROUP PLC,ORD EUR0.001 (CDI),IE00B1RR8406,SHRS,Industrials,Industrial Goods and Services,01/03/2016,Ireland,GBX,"�10,930.85",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
SCT,SOFTCAT PLC,ORD �0.0005,GB00BYZDVK82,SHRS,Technology,Technology,13/11/2015,United Kingdom,GBX,"�4,239.59",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SOLG,SOLGOLD PLC,ORD 1P,GB00B0WD0R35,SHRS,Basic Materials,Basic Resources,20/12/2006,United Kingdom,GBX,�659.47,MAIN MARKET,Standard Shares,SSMU,SMEU
SOLI,SOLID STATE PLC,ORD 5P,GB0008237132,SHRS,Industrials,Industrial Goods and Services,02/06/2000,United Kingdom,GBX,�88.53,AIM,,ASX1,AIMP
SOM,SOMERO ENTERPRISE INC.,COM STK USD0.001 (DI),USU834501038,SHRS,Industrials,Industrial Goods and Services,08/02/2007,United States,GBX,�269.39,AIM,,ASQ1,AMQ1
SPE,SOPHEON PLC,ORD 20P,GB00BSZM1369,SHRS,Technology,Technology,22/12/2014,United Kingdom,GBX,�102.37,AIM,,ASQ1,AMQ1
SOS,SOSANDAR PLC,ORD 0.1P,GB00BDGS8G04,SHRS,Consumer Discretionary,Retail ,02/11/2017,United Kingdom,GBX,�67.44,AIM,,ASQ1,AMQ1
SOU,SOUND ENERGY PLC,ORD 1P,GB00B90XFF12,SHRS,Energy,Energy,07/01/2013,United Kingdom,GBX,�24.10,AIM,,ASQ1,AMQ1
SBI,SOURCEBIO INTERNATIONAL PLC,ORD GBP0.0015,GB00BKSB1674,SHRS,Health Care ,Health Care  ,29/10/2020,United Kingdom,GBX,�123.14,AIM,,ASQ1,AMQ1
S32,SOUTH32 LIMITED,ORD NPV (DI),AU000000S320,SHRS,Basic Materials,Basic Resources,18/05/2015,Australia,GBX,"�7,208.14",MAIN MARKET,Standard Shares,SSMU,SMEU
SOUC,SOUTHERN ENERGY CORP.,SHS NPV (DI),CA8428131079,SHRS,Energy,Energy,10/08/2021,Canada,GBX,�18.06,AIM,,ASQ1,AMQ1
SAL,SPACEANDPEOPLE PLC,ORD 1P,GB00B058DS79,SHRS,Consumer Discretionary,Media,21/12/2005,United Kingdom,GBX,�2.15,AIM,,ASQ1,AMQ1
SMD,"SPECTRAL MD HOLDINGS, LTD",CMN STK USD0.001 (DI) (REG S),USU8457V1099,SHRS,Health Care ,Health Care  ,22/06/2021,United States,GBX,�62.60,AIM,,ASX1,AMSR
SPSC,SPECTRA SYSTEMS CORPORATION,COM SHS USD0.01 (DI/REGS),USU8457D1091,SHRS,Industrials,Industrial Goods and Services,25/07/2011,United States,GBX,�1.50,AIM,,ASX1,AMSR
SPSY,SPECTRA SYSTEMS CORPORATION,COM SHS USD0.01 (UNRES),US84756T1060,SHRS,Industrials,Industrial Goods and Services,25/07/2011,United States,GBX,�68.56,AIM,,ASX1,AIMP
SXS,SPECTRIS PLC,ORD 5P,GB0003308607,SHRS,Industrials,Industrial Goods and Services,31/10/2003,United Kingdom,GBX,"�4,459.93",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SDY,SPEEDY HIRE PLC,ORD 5P,GB0000163088,SHRS,Industrials,Industrial Goods and Services,22/09/2008,United Kingdom,GBX,�364.65,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SPAQ,SPINNAKER ACQUISITIONS PLC,ORD GBP0.05,GB00BNVVGD77,SHRS,Financials,Financial Services ,28/07/2021,United Kingdom,GBX,�3.32,MAIN MARKET,Standard Shares,SSQ3,SQS3
SPX,SPIRAX-SARCO ENGINEERING PLC,ORD 26 12/13P,GB00BWFGQN14,SHRS,Industrials,Industrial Goods and Services,15/06/2015,United Kingdom,GBX,"�11,851.56",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
SPI,SPIRE HEALTHCARE GROUP PLC,ORD 1P,GB00BNLPYF73,SHRS,Health Care ,Health Care  ,18/07/2014,United Kingdom,GBX,�946.56,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SPT,SPIRENT COMMUNICATIONS PLC,ORD 3 1/3P,GB0004726096,SHRS,Telecommunications,Telecommunications,11/10/2002,United Kingdom,GBX,"�1,829.11",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
SPO,SPORTECH PLC,ORD 20P,GB00B28ZPV64,SHRS,Consumer Discretionary,Travel and Leisure,18/12/2007,United Kingdom,GBX,�74.37,AIM,,AMSM,ASM7
SPR,SPRINGFIELD PROPERTIES PLC,ORD 0.125P,GB00BF1QPG26,SHRS,Consumer Discretionary,Consumer Products and Services,16/10/2017,United Kingdom,GBX,�156.53,AIM,,ASQ1,AMQ1
SRT,SRT MARINE SYSTEMS PLC,ORD 0.1P,GB00B0M8KM36,SHRS,Telecommunications,Telecommunications,02/11/2005,United Kingdom,GBX,�65.70,AIM,,ASQ1,AMQ1
SSE,SSE PLC,ORD 50P,GB0007908733,SHRS,Utilities,Utilities,24/11/2003,United Kingdom,GBX,"�16,900.68",MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
SSPG,SSP GROUP PLC,ORD 1 17/200P,GB00BGBN7C04,SHRS,Consumer Discretionary,Travel and Leisure,15/04/2019,United Kingdom,GBX,"�2,187.48",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
STAF,STAFFLINE GROUP PLC,ORD 10P,GB00B040L800,SHRS,Industrials,Industrial Goods and Services,22/09/2005,United Kingdom,GBX,�130.96,AIM,,AMSM,ASM6
SGC,STAGECOACH GROUP PLC,ORD 125/228P,GB00B6YTLS95,SHRS,Consumer Discretionary,Travel and Leisure,10/10/2011,United Kingdom,GBX,�399.94,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
STAN,STANDARD CHARTERED PLC,ORD USD0.50,GB0004082847,SHRS,Financials,Banks,24/11/2003,United Kingdom,GBX,"�14,204.82",MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
SLI,STANDARD LIFE INVESTMENTS PROPERTY INCOME TRUST LD,ORD 1P,GB0033875286,SHRS,Real Estate,Real Estate ,20/03/2006,United Kingdom,GBX,�283.80,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
SLPE,STANDARD LIFE PRIVATE EQUITY TRUST PLC,ORD 0.2P,GB0030474687,SHRS,Financials,Financial Services ,19/12/2005,United Kingdom,GBX,�687.25,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
SLS,STANDARD LIFE UK SMALLER COMPANIES TRUST PLC,ORD 25P,GB0002959582,SHRS,Financials,Financial Services ,16/04/1996,United Kingdom,GBX,�758.57,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
SGI,STANLEY GIBBONS GROUP PLC,ORD 1P,GB0009628438,SHRS,Consumer Discretionary,Retail ,22/03/2006,Jersey,GBX,�12.17,AIM,,ASX1,AIMP
STAR,STARCOM PLC,ORD NPV,JE00B8WSDY21,SHRS,Technology,Technology,27/02/2013,Jersey,GBX,�3.01,AIM,,ASQ1,AMQ1
OBOR,STARCREST EDUCATION THE BELT & ROAD LIMITED,ORD 1P (DI),KYG843791099,SHRS,Financials,Financial Services ,31/01/2019,Cayman Islands,GBX,�9.06,MAIN MARKET,Standard Shares,SSQ3,SQS3
STA,STAR PHOENIX GROUP LTD,ORD NPV (DI),AU0000067084,SHRS,Energy,Energy,05/12/2019,Australia,GBX,�2.41,AIM,,ASQ1,AMQ1
SVE,STARVEST PLC,ORD 1P,GB0009619817,SHRS,Financials,Financial Services ,23/09/2004,United Kingdom,GBX,�8.99,AIM,,ASX1,AIMP
SWEF,STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED,ORD NPV,GG00B79WC100,SHRS,Financials,Financial Services ,17/12/2012,Guernsey,GBX,�390.10,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
STP,STENPROP LIMITED,ORD EUR0.000001258,GG00BFWMR296,SHRS,Real Estate,Real Estate ,15/06/2018,Guernsey,GBX,�495.42,MAIN MARKET - SFS,,SFM1,SFML
STCM,STEPPE CEMENT LTD,ORD NPV,MYA004433001,SHRS,Industrials,Construction and Materials,15/09/2005,Malaysia,GBX,�120.45,AIM,,ASX1,AIMP
STEM,STHREE PLC,ORD 1P,GB00B0KM9T71,SHRS,Industrials,Industrial Goods and Services,16/06/2006,United Kingdom,GBX,�699.48,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
STIL,STILFONTEIN GOLD MINING CO LD,R0.50,ZAE000007118,SHRS,,,27/09/2004,South Africa,GBX,�0.00,MAIN MARKET,Standard Shares,SSX4,SXSN
STJ,ST. JAMES'S PLACE PLC,ORD 15P,GB0007669376,SHRS,Financials,Financial Services ,18/09/2006,United Kingdom,GBX,"�8,655.41",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
STM,STM GROUP PLC,ORD 0.1P,IM00B1S9KY98,SHRS,Financials,Financial Services ,28/03/2007,Isle of Man,GBX,�20.99,AIM,,ASX1,AIMP
STCK,STOCK SPIRITS GROUP PLC,ORD 10P,GB00BF5SDZ96,SHRS,Consumer Staples ,"Food, Beverage and Tobacco ",22/10/2013,United Kingdom,GBX,�787.00,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SPPC,ST PETER PORT CAPITAL LIMITED,ORD NPV,GG00B1V4NS68,SHRS,Financials,Financial Services ,16/04/2007,Guernsey,GBX,�2.25,AIM,,ASX1,AIMP
STHP,STRANGER HOLDINGS PLC,ORD GBP0.001,GB00BYWLRL80,SHRS,Financials,Financial Services ,13/01/2017,United Kingdom,GBX,�2.00,MAIN MARKET,Standard Shares,SSQ3,SQS3
SEC,STRATEGIC EQUITY CAPITAL PLC,ORD 10P,GB00B0BDCB21,SHRS,Financials,Financial Services ,19/07/2005,United Kingdom,GBX,�195.27,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
SML,STRATEGIC MINERALS PLC,ORD 0.1P,GB00B4W8PD74,SHRS,Basic Materials,Basic Resources,08/06/2011,United Kingdom,GBX,�8.11,AIM,,ASQ1,AMQ1
KETL,STRIX GROUP PLC,ORD 1P,IM00BF0FMG91,SHRS,Industrials,Industrial Goods and Services,08/08/2017,Isle of Man,GBX,�775.39,AIM,,AMSM,ASM6
STU,STUDIO RETAIL GROUP PLC ,ORD 10P,GB00B8B4R053,SHRS,Consumer Discretionary,Retail ,09/04/2013,United Kingdom,GBX,�250.60,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
STVG,STV GROUP PLC,ORD 50P,GB00B3CX3644,SHRS,Consumer Discretionary,Media,01/10/2008,United Kingdom,GBX,�167.27,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
SWC,SUMMERWAY CAPITAL PLC,ORD 1P,GB00BDQYGP38,SHRS,Financials,Financial Services ,19/10/2018,United Kingdom,GBX,�14.86,AIM,,ASQ1,AMQ1
SUMO,SUMO GROUP PLC,ORD GBP0.01,GB00BD3HV384,SHRS,Consumer Discretionary,Consumer Products and Services,21/12/2017,United Kingdom,GBX,�838.45,AIM,,AMSM,AS50
SRES,SUNRISE RESOURCES PLC,ORD 0.1P,GB00B075Z681,SHRS,Basic Materials,Basic Resources,06/06/2005,United Kingdom,GBX,�9.07,AIM,,ASX1,AIMP
SDRY,SUPERDRY PLC,ORD 5P,GB00B60BD277,SHRS,Consumer Discretionary,Consumer Products and Services,24/03/2010,United Kingdom,GBX,�285.52,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SUPR,SUPERMARKET INCOME REIT PLC,ORD GBP0.01,GB00BF345X11,SHRS,Real Estate,Real Estate ,21/07/2017,United Kingdom,GBX,�981.33,MAIN MARKET - SFS,,SFM2,SFQQ
46IE,S & U PLC,6% CUM PRF #1,GB0007655250,SHRS,Financials,Financial Services ,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
47IE,S & U PLC,31.5% CUM PRF 12 1/2P,GB0007655474,SHRS,Financials,Financial Services ,28/06/2002,United Kingdom,GBX,�2.34,MAIN MARKET,Standard Shares,SSX4,SXSN
SUS,S & U PLC,ORD 12 1/2P,GB0007655037,SHRS,Financials,Financial Services ,17/09/1999,United Kingdom,GBX,�340.07,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SYME,SUPPLY@ME CAPITAL PLC,ORD 0.002P (REG S),GB00BFMDJC60,SHRS,Technology,Technology,23/03/2020,United Kingdom,GBX,�127.69,MAIN MARKET,Standard Shares,SSX3,SQSL
SUP,SUPREME PLC,ORD 10P,GB00BDT89C08,SHRS,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",01/02/2021,United Kingdom,GBX,�238.82,AIM,,ASQ1,AMQ1
SUR,SURESERVE GROUP PLC,ORD 10P,GB00BSKS1M86,SHRS,Industrials,Industrial Goods and Services,23/03/2015,United Kingdom,GBX,�149.04,AIM,,ASQ1,AMQ1
SURE,SURE VENTURES PLC,ORD GBP0.01,GB00BYWYZ460,SHRS,Financials,Financial Services ,19/01/2018,United Kingdom,GBX,�6.61,MAIN MARKET - SFS,,SFM2,SFQQ
SCE,SURFACE TRANSFORMS PLC,ORD 1P,GB0002892528,SHRS,Consumer Discretionary,Automobiles and Parts,24/09/2002,United Kingdom,GBX,�126.87,AIM,,ASX1,AIMP
SUN,SURGICAL INNOVATIONS GROUP PLC,ORD 1P,GB0004016704,SHRS,Health Care ,Health Care  ,02/06/2000,United Kingdom,GBX,�26.12,AIM,,ASX1,AIMP
SUH,SUTTON HARBOUR GROUP PLC,ORD 1P,GB0008659202,SHRS,Industrials,Industrial Goods and Services,02/06/2000,United Kingdom,GBX,�31.84,AIM,,ASX1,AIMP
SVM,SVM UK EMERGING FUND PLC,ORD 5P,GB0000684174,SHRS,Financials,Financial Services ,18/10/2000,United Kingdom,GBX,�6.50,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
SLP,SYLVANIA PLATINUM LIMITED,CMN SHS USD0.01 (DI),BMG864081044,SHRS,Basic Materials,Basic Resources,25/03/2011,Bermuda,GBX,�250.68,AIM,,ASQ1,AMQ1
SYM,SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC,ORD 1P,GB0009589168,SHRS,Industrials,Industrial Goods and Services,30/11/2001,United Kingdom,GBX,�46.84,AIM,,ASX1,AIMP
SIHL,SYMPHONY INTERNATIONAL HOLDINGS LD,ORD NPV (CDI),VGG548121059,SHRS,Financials,Financial Services ,31/07/2007,British Virgin Islands,USD,�152.99,MAIN MARKET,Standard Shares,SSMU,SMEW
SNG,SYNAIRGEN PLC,ORD 1P,GB00B0381Z20,SHRS,Health Care ,Health Care  ,23/06/2005,United Kingdom,GBX,�312.08,AIM,,AMSM,ASM6
SYNC,SYNCONA LIMITED,ORD NPV,GG00B8P59C08,SHRS,Financials,Financial Services ,26/10/2012,Guernsey,GBX,"�1,346.80",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
SNX,SYNECTICS PLC,ORD 20P,GB0007156838,SHRS,Industrials,Industrial Goods and Services,15/01/2002,United Kingdom,GBX,�20.02,AIM,,ASX1,AIMP
SYNT,SYNTHOMER PLC,ORD 10P,GB0009887422,SHRS,Basic Materials,Chemicals,19/06/2006,United Kingdom,GBX,"�2,294.20",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SYS,SYSGROUP PLC,ORD 1P,GB00BYT18182,SHRS,Technology,Technology,06/07/2016,United Kingdom,GBX,�17.83,AIM,,ASQ1,AMQ1
SYS1,SYSTEM1 GROUP PLC,ORD 1P,GB00B1GVQH21,SHRS,Consumer Discretionary,Media,20/03/2007,United Kingdom,GBX,�40.37,AIM,,ASX1,AIMP
TND,TANDEM GROUP PLC,ORD 25P,GB00B460T373,SHRS,Consumer Discretionary,Consumer Products and Services,25/09/2009,United Kingdom,GBX,�29.56,AIM,,ASX1,AIMP
TAN,TANFIELD GROUP PLC,ORD 5P,GB00B4QHFM95,SHRS,Industrials,Industrial Goods and Services,19/06/2009,United Kingdom,GBX,�3.63,AIM,,AMSM,ASM6
